-0.42706887135845395, 1
-0.4348458283524456, 1
-0.42521488270150976, 1
-0.3952160746647008, 1
-0.39012143986110015, 1
-0.4267875702915261, 1
-0.4086979161344029, 1
-0.4207986050200182, 1
-0.4248311528321359, 1
-0.4003532906550703, 1
-0.39079306850942114, 1
-0.42149574198891515, 1
-0.39465922737471, 1
-0.4124848915656042, 1
-0.41625794469786936, 1
-0.3979368680850913, 1
-0.3871921784520272, 1
-0.4224387305410756, 1
-0.4171332960978287, 1
-0.4004533256262696, 1
-0.42708178836180766, 1
-0.4181916413333668, 1
-0.43097732877389444, 1
-0.41813116493514074, 1
-0.4019435867112736, 1
