-0.4019437912383048, 1
-0.42415034195030643, 1
-0.41767087285746324, 1
-0.4222188908188449, 1
-0.4038809280767984, 1
-0.40962124852340137, 1
-0.4137297247604517, 1
-0.4136707395220123, 1
-0.4166133944201188, 1
-0.4176371441684499, 1
-0.4217370617528315, 1
-0.41456091084971447, 1
-0.42487043456559836, 1
-0.421103486346683, 1
-0.41249182270243234, 1
-0.4208601091253607, 1
-0.4195450916171023, 1
-0.4130167934270746, 1
-0.42430050288967913, 1
-0.4236343451221491, 1
-0.43318331360556955, 1
-0.39217985686009166, 1
-0.4224852159049599, 1
-0.3791479145073059, 1
-0.38945390693097537, 1
